Processo_ID,Primeiro Resultado,Todos os Resultados,Total Vereditos
08273658120218152001,Outros,Outros | Outros | Outros,3
00022475420128152001,Perdido,Perdido | Perdido | Perdido,3
08533871620208152001,Acordo,Acordo | Acordo,2
08649928520228152001,Perdido,Perdido | Perdido,2
08040733820198152001,Extinto,Extinto | Extinto,2
08725302520198152001,Outros,Outros | Outros,2
08354627520188152001,Ganho,Ganho | Ganho | Outros | Outros,4
08457720420228152001,Outros,Outros | Outros,2
08270830920228152001,Outros,Outros | Outros,2
08200841120208152001,Ganho,Ganho | Ganho,2
08176452220238152001,Acordo,Acordo | Acordo,2
08323318720218152001,Perdido,Perdido | Perdido,2
08338615820238152001,Acordo,Acordo | Acordo,2
08325260420238152001,Extinto,Extinto | Extinto,2
00469559720098152001,Extinto,Extinto | Extinto,2
08554051020208152001,Perdido,Perdido | Perdido,2
08143784220238152001,Nenhuma Sentença,-,-
08142858920178152001,Extinto,Extinto,1
